learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
1e-05,0.6389334,0.6849125,0.6240733,0.5832
1e-05,0.6389994,0.6847546,0.6243733,0.58342
1e-05,0.6389513,0.6847733,0.62420666,0.58324
1e-05,0.6390155,0.6845329,0.62372667,0.58306
1e-05,0.63892055,0.684212,0.6242667,0.58304
1e-05,0.6386198,0.6843112,0.62417334,0.58326
1e-05,0.6387162,0.68462425,0.62410665,0.58344
1e-05,0.63906777,0.6848378,0.6243467,0.5838
1e-05,0.6384787,0.6848166,0.62468666,0.5835
1e-05,0.6385156,0.68490803,0.62457335,0.58382
1e-05,0.63897157,0.68481517,0.62391335,0.5834
1e-05,0.6385889,0.68468916,0.6244533,0.58344
1e-05,0.6388669,0.6846057,0.62362,0.58284
1e-05,0.638545,0.6845936,0.6241,0.58296
1e-05,0.6386768,0.6849354,0.6242667,0.58342
1e-05,0.63848877,0.68540126,0.62448,0.58328
1e-05,0.6389716,0.68485475,0.6241267,0.58324
1e-05,0.6382648,0.68525666,0.6252267,0.58334
1e-05,0.6387267,0.6849275,0.62443334,0.5831
1e-05,0.63846743,0.6848754,0.62380666,0.58338
1e-05,0.63861716,0.68511045,0.62512666,0.58344
1e-05,0.6385715,0.68537974,0.62428,0.58376
1e-05,0.63829863,0.68510586,0.62538666,0.58344
1e-05,0.6382986,0.6853006,0.6250733,0.58336
1e-05,0.63865215,0.6851805,0.6240867,0.5832
1e-05,0.63855815,0.68477327,0.62368,0.58294
1e-05,0.6387215,0.68513006,0.6250067,0.58288
1e-05,0.63888896,0.6849956,0.624,0.5835
1e-05,0.63816756,0.6853836,0.62427336,0.58294
1e-05,0.6385136,0.68538487,0.62380666,0.583
1e-05,0.63841856,0.6853377,0.62524,0.58354
1e-05,0.6382878,0.6851338,0.62424,0.58246
1e-05,0.6384339,0.68518436,0.62498,0.58298
1e-05,0.6382337,0.68568367,0.62442,0.58308
1e-05,0.63880384,0.6852185,0.6248533,0.58288
1e-05,0.6387041,0.6849494,0.62498665,0.5829
1e-05,0.63852155,0.6850498,0.62572,0.58316
1e-05,0.63849384,0.68504214,0.6253267,0.58282
1e-05,0.6385484,0.68495023,0.62522,0.58276
1e-05,0.63825214,0.6853813,0.62461334,0.58296
1e-05,0.63829285,0.68491274,0.62515336,0.58286
1e-05,0.6385591,0.6853582,0.6247,0.58284
1e-05,0.63853526,0.68559533,0.62443334,0.58324
1e-05,0.6381893,0.68547326,0.6245933,0.58346
1e-05,0.63813424,0.6854929,0.6245,0.58298
1e-05,0.6382688,0.6852577,0.62488,0.58266
1e-05,0.63821924,0.6851718,0.62502664,0.5824
1e-05,0.63847655,0.68520814,0.62439334,0.5828
1e-05,0.6379127,0.6853389,0.62508667,0.58276
1e-05,0.63804936,0.68575686,0.62446666,0.58304
1e-05,0.63834035,0.68541986,0.62508667,0.58262
1e-05,0.6379297,0.685487,0.62442,0.58252
1e-05,0.63820964,0.6855384,0.6261333,0.58328
1e-05,0.63864595,0.6850068,0.6247733,0.58246
1e-05,0.6383265,0.68537486,0.62422,0.58274
1e-05,0.63800067,0.6853796,0.6242,0.5828
1e-05,0.6383502,0.6856319,0.6237533,0.58274
1e-05,0.63802594,0.6854332,0.6245133,0.58302
1e-05,0.6384492,0.68547034,0.62493336,0.58254
1e-05,0.6383685,0.6855317,0.62424,0.58262
1e-05,0.6383568,0.6855582,0.6242933,0.5827
1e-05,0.63808274,0.68514264,0.62460667,0.58278
1e-05,0.6380183,0.68566436,0.6247733,0.58274
1e-05,0.6383576,0.6853885,0.62394,0.58292
1e-05,0.6379032,0.68585044,0.62493336,0.58226
1e-05,0.6384809,0.6854381,0.62490666,0.58262
1e-05,0.63771796,0.6858924,0.625,0.58242
1e-05,0.6383473,0.6856735,0.62420666,0.58278
1e-05,0.63765395,0.685946,0.6263933,0.58318
1e-05,0.6378008,0.6859478,0.62522,0.58296
1e-05,0.6377858,0.6861896,0.62509334,0.58298
1e-05,0.6379681,0.6862467,0.62486666,0.58274
1e-05,0.63830316,0.68579715,0.62447333,0.58256
1e-05,0.6378837,0.6856313,0.62447333,0.58264
1e-05,0.6379096,0.6855952,0.62456,0.58274
1e-05,0.63787055,0.68577105,0.62484,0.58288
1e-05,0.6380001,0.6859738,0.62456,0.58316
1e-05,0.63815546,0.6856623,0.62432,0.5831
1e-05,0.6379413,0.68566763,0.62560666,0.58282
1e-05,0.6376166,0.6860562,0.62509334,0.58258
1e-05,0.63744795,0.68585813,0.62706,0.5828
1e-05,0.6381703,0.6859371,0.62538,0.583
1e-05,0.6379409,0.68608093,0.62505335,0.58278
1e-05,0.63796395,0.6860937,0.62472665,0.58246
1e-05,0.63771045,0.6858963,0.6252267,0.5826
1e-05,0.6376981,0.6859711,0.62534666,0.58274
1e-05,0.63765085,0.68602616,0.6247867,0.5829
1e-05,0.63796633,0.6859549,0.62532,0.58246
1e-05,0.63768536,0.68625915,0.6248867,0.58274
1e-05,0.63763165,0.6862167,0.6265067,0.58266
1e-05,0.63786995,0.6863405,0.62464666,0.58218
1e-05,0.63780344,0.6864447,0.62619334,0.58236
1e-05,0.637654,0.68611723,0.62493336,0.5827
1e-05,0.63772637,0.68590385,0.62516,0.58242
1e-05,0.6378639,0.6859842,0.62567335,0.58272
1e-05,0.63755107,0.6859748,0.62564665,0.58234
1e-05,0.6379531,0.6860519,0.6251867,0.58286
1e-05,0.6375586,0.68629885,0.62544,0.58246
1e-05,0.637758,0.6862448,0.6240867,0.5829
1e-05,0.63802826,0.6859401,0.62432,0.5825
1e-05,0.63755566,0.6858179,0.62483335,0.5824
1e-05,0.6377573,0.6858752,0.62442666,0.58228
1e-05,0.63740784,0.68627894,0.62590665,0.58214
1e-05,0.63767856,0.6862082,0.62501335,0.58204
1e-05,0.63773626,0.6861454,0.62532,0.58214
1e-05,0.6378426,0.6862734,0.62439334,0.58256
1e-05,0.63757104,0.6862303,0.62548,0.58214
1e-05,0.63777566,0.68626714,0.62488,0.58212
1e-05,0.6370839,0.6862901,0.62538666,0.58204
1e-05,0.63715476,0.686698,0.62464666,0.58172
1e-05,0.6374838,0.68647057,0.6256267,0.58226
1e-05,0.6375885,0.68630457,0.62532,0.58192
1e-05,0.63780457,0.6863475,0.6243733,0.5822
1e-05,0.6372899,0.6863491,0.62527335,0.58246
1e-05,0.6374709,0.6862192,0.62471336,0.58238
1e-05,0.637285,0.6867162,0.62508667,0.58202
1e-05,0.63777673,0.6865379,0.62454,0.58256
1e-05,0.63745713,0.68641967,0.62578666,0.58218
1e-05,0.6376225,0.6862944,0.62516,0.58206
1e-05,0.63760155,0.6864273,0.62502,0.58196
1e-05,0.63720024,0.6863016,0.62508,0.58212
1e-05,0.63718385,0.68667984,0.6257067,0.58194
1e-05,0.6373285,0.68654877,0.6254333,0.582
1e-05,0.6375347,0.6865986,0.62476,0.58202
1e-05,0.637519,0.6862502,0.62509334,0.58198
1e-05,0.6376106,0.6861168,0.62515336,0.58154
1e-05,0.6371029,0.6865225,0.62568665,0.58178
1e-05,0.63707167,0.68663746,0.6251467,0.58234
1e-05,0.637087,0.6866482,0.6254,0.5816
1e-05,0.63723415,0.68654627,0.62583333,0.58178
1e-05,0.6374016,0.6867372,0.62487334,0.58202
1e-05,0.6373477,0.6866286,0.6256267,0.58168
1e-05,0.6371741,0.6869052,0.62454665,0.58144
1e-05,0.63747835,0.6865699,0.6257067,0.58206
1e-05,0.63730973,0.6865574,0.62443334,0.58146
1e-05,0.6372637,0.68645155,0.6255,0.58166
1e-05,0.63711697,0.68712443,0.62590665,0.58194
1e-05,0.63721156,0.68657327,0.62578666,0.58178
1e-05,0.6367889,0.6869747,0.62668,0.58224
1e-05,0.6372484,0.68703127,0.62600666,0.58196
1e-05,0.63714296,0.6872903,0.6248933,0.58162
1e-05,0.6372204,0.68664986,0.62624,0.58154
1e-05,0.6368679,0.68688726,0.62651336,0.58172
1e-05,0.6369531,0.68677,0.62522,0.58206
1e-05,0.6369685,0.6867331,0.62548,0.58128
1e-05,0.63684946,0.68729043,0.6258,0.58198
1e-05,0.63713753,0.68703115,0.62532,0.58168
1e-05,0.6373029,0.6869937,0.6261,0.58162
1e-05,0.63703835,0.6867504,0.6258133,0.58202
1e-05,0.637136,0.68681824,0.6247333,0.58154
1e-05,0.6367225,0.6868285,0.62605333,0.58158
1e-05,0.6373746,0.68686396,0.62527335,0.58188
1e-05,0.6367503,0.68689686,0.6255933,0.58172
1e-05,0.6369459,0.6869176,0.62506664,0.58136
1e-05,0.63688064,0.6869999,0.62552,0.58146
1e-05,0.63703895,0.6869057,0.6255933,0.58148
1e-05,0.63710135,0.6868422,0.62520665,0.58138
