learning_rate,train_loss,test_loss,train_accuracy,test_accuracy
0.001,0.17840797,1.9127796,0.9288667,0.53174
0.001,0.17694889,1.94365,0.92878,0.53456
0.001,0.17355448,1.9852842,0.93048,0.53566
0.001,0.17443846,1.8850108,0.9304867,0.53148
0.001,0.17081818,1.9168545,0.93145335,0.53238
0.001,0.17042238,1.9459038,0.9317667,0.53468
0.001,0.16758724,1.9176149,0.9327267,0.5319
0.001,0.16816446,2.014383,0.93292665,0.53702
0.001,0.165523,2.0170743,0.9333133,0.53024
0.001,0.1639507,1.9271369,0.93453336,0.53418
0.001,0.16426127,1.9884312,0.934,0.53184
0.001,0.1617785,1.9034939,0.93592,0.53192
0.001,0.15736742,1.9884839,0.93770665,0.53482
0.001,0.15979955,1.863814,0.93664,0.53178
0.001,0.15651008,2.0827959,0.93791336,0.53038
0.001,0.1547162,2.1235087,0.93906665,0.53696
0.001,0.15345721,2.099763,0.9392667,0.52784
0.001,0.15385629,2.0042682,0.93902665,0.53564
0.001,0.15025374,2.0721967,0.93990666,0.5345
0.001,0.15080467,2.1064773,0.9400667,0.53364
0.001,0.1498337,2.0438256,0.94068664,0.53378
0.001,0.14839269,2.0461924,0.94106,0.52978
0.001,0.14598785,2.016544,0.9424267,0.53186
0.001,0.1451713,2.0170991,0.94266,0.53082
0.001,0.14384328,2.1367052,0.94314665,0.53106
0.001,0.1434739,2.1805127,0.94396,0.53242
0.001,0.1435348,2.0437844,0.94388,0.53122
0.001,0.14211169,2.2668684,0.94406664,0.53312
0.001,0.14136042,2.1186774,0.94446665,0.5324
0.001,0.1404826,2.3032799,0.94490665,0.5311
0.001,0.13791573,2.1030514,0.94575334,0.53618
0.001,0.13611628,2.1335213,0.94685334,0.53746
0.001,0.13748665,2.163076,0.94603336,0.53254
0.001,0.13610554,2.1830745,0.94777334,0.53374
0.001,0.13609827,2.1909056,0.9463,0.53064
0.001,0.13473018,2.1810613,0.9478667,0.53558
0.001,0.1307088,2.1861565,0.94854,0.5359
0.001,0.1337728,2.1418047,0.94781333,0.53402
0.001,0.13011873,2.1917934,0.9492,0.53418
0.001,0.13000478,2.342078,0.94934666,0.53462
0.001,0.12918827,2.3337061,0.9488,0.53236
0.001,0.12761687,2.478182,0.9497667,0.53294
0.001,0.12858365,2.2417514,0.94952667,0.53458
0.001,0.12707348,2.0074582,0.95078665,0.53226
0.001,0.12469736,2.3099535,0.95200664,0.52912
0.001,0.124939494,2.163836,0.95081335,0.52788
0.001,0.123466805,2.2947528,0.95246,0.52734
0.001,0.12231702,2.1150713,0.9525333,0.52948
0.001,0.12270585,2.27421,0.9522333,0.53122
0.001,0.12333672,2.3668869,0.95210665,0.53204
0.001,0.1222481,2.2231328,0.9533333,0.53348
0.001,0.12082179,2.4734845,0.95346665,0.53164
0.001,0.118955985,2.2603292,0.9537,0.53278
0.001,0.118367344,2.173143,0.95479333,0.53184
0.001,0.11828987,2.4215539,0.9544067,0.52978
0.001,0.11898719,2.2366495,0.95412666,0.53224
0.001,0.11758375,2.1912713,0.95438665,0.53644
0.001,0.11606546,2.1796603,0.9553667,0.53158
0.001,0.114649825,2.4201658,0.9560533,0.53314
0.001,0.11581926,2.1468575,0.95542,0.5319
0.001,0.11416904,2.3283153,0.95584667,0.53442
